title,console,console_fabricator,genre,publisher,developer,release_date,ano,total_sales,na_sales,jp_sales,pal_sales,other_sales
Kelly Slater's Pro Surfer,GBA,Nintendo,Sports,Activision,HotGen Studios,2002-08-21,2002,0.12,0.09,0.0,0.03,0.0
Little League World Series Baseball 2009,DS,Nintendo,Sports,Activision,Black Lantern Studios,2009-06-23,2009,0.13,0.12,0.0,0.0,0.01
All Star Cheer Squad 2,Wii,Nintendo,Sports,THQ,Gorilla Games,2009-10-27,2009,0.13,0.12,0.0,0.0,0.01
Baseball Advance,GBA,Nintendo,Sports,THQ,Smilebit,2002-03-20,2002,0.14,0.1,0.0,0.04,0.0
Pro Yakyuu Spirits 6,PS2,Sony,Sports,Konami,Konami,2009-07-16,2009,0.13,0.0,0.13,0.0,0.0
Kurt Warner's Arena Football Unleashed,PS,Sony,Sports,Midway Games,Midway,2000-05-18,2000,0.13,0.07,0.0,0.05,0.01
NHL 2K9,PS2,Sony,Sports,2K Sports,Visual Concepts,2008-09-08,2008,0.14,0.07,0.0,0.05,0.02
NHL 2K9,PS3,Sony,Sports,2K Sports,Visual Concepts,2008-09-08,2008,0.13,0.11,0.0,0.01,0.01
Alone in the Dark: Inferno,PS3,Sony,Adventure,Atari,Eden Studios,2008-11-18,2008,0.13,0.09,0.0,0.03,0.01
Chicken Run,PS,Sony,Adventure,Eidos Interactive,Blitz Games,2000-11-15,2000,0.13,0.07,0.0,0.05,0.01
NCIS,Wii,Nintendo,Adventure,Ubisoft,Ubisoft,2011-11-01,2011,0.13,0.08,0.0,0.04,0.01
Torino 2006,PS2,Sony,Sports,2K Sports,49Games,2006-01-24,2006,0.13,0.06,0.0,0.05,0.02
Derby Stallion Advance,GBA,Nintendo,Sports,Enterbrain,ParityBit,2002-12-06,2002,0.12,0.0,0.12,0.0,0.0
World Cup Golf: Professional Edition,PS,Sony,Sports,U.S. Gold,Arc Developments,1996-01-01,1996,0.13,0.07,0.0,0.05,0.01
The Guy Game,PS2,Sony,Misc,Gathering of Developers,Top Heavy Studios,2004-08-31,2004,0.14,0.07,0.0,0.05,0.02
Retro Atari Classics,DS,Nintendo,Misc,Atari,Taniko,2005-03-16,2005,0.13,0.12,0.0,0.0,0.01
Rock Band Track Pack Volume 2,PS3,Sony,Misc,MTV Games,Harmonix Music Systems,2008-11-17,2008,0.12,0.11,0.0,0.0,0.01
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,Sony,Misc,Sega,Sammy Studios,2005-12-15,2005,0.13,0.0,0.13,0.0,0.0
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,Nintendo,Misc,Nintendo,Nintendo,2004-06-21,2004,0.12,0.09,0.0,0.03,0.0
The X-Factor,PS3,Sony,Misc,Deep Silver,Deep Silver,2010-10-29,2010,0.13,0.0,0.0,0.1,0.03
Deepak Chopra's Leela,X360,Microsoft,Misc,THQ,Curious Pictures,2011-11-08,2011,0.13,0.07,0.0,0.05,0.01
Rock Band Track Pack Volume 1,PS2,Sony,Misc,MTV Games,Harmonix Music Systems,2008-07-15,2008,0.13,0.06,0.0,0.05,0.02
The Price Is Right 2010 Edition,DS,Nintendo,Misc,Ubisoft,Ludia Inc.,2009-09-22,2009,0.13,0.12,0.0,0.0,0.01
Left Brain Right Brain 2,DS,Nintendo,Misc,Majesco,Kokolo Corporation,2008-12-09,2008,0.13,0.12,0.0,0.0,0.01
Deepak Chopra's Leela,Wii,Nintendo,Misc,THQ,Curious Pictures,2011-11-08,2011,0.12,0.1,0.0,0.01,0.01
Mega Man X Collection,GC,Nintendo,Misc,Capcom,Capcom,2006-01-10,2006,0.13,0.1,0.0,0.03,0.0
Wantame Music Channel: Doko Demo Style,DS,Nintendo,Misc,Capcom,Capcom,2007-11-22,2007,0.13,0.0,0.13,0.0,0.0
Scene It? Bright Lights! Big Screen!,PS3,Sony,Misc,Warner Bros. Interactive,Screenlife Games,2009-11-17,2009,0.12,0.1,0.0,0.01,0.01
Dreamworks 2-in-1 Party Pack,DS,Nintendo,Misc,Activision,Activision,2010-08-24,2010,0.13,0.12,0.0,0.0,0.01
DJ Max Fever,PSP,Sony,Misc,PM Studios,Pentavision Entertainment,2009-01-27,2009,0.13,0.11,0.0,0.0,0.02
Puppies 3D,3DS,Nintendo,Misc,Ubisoft,Ubisoft,2011-11-08,2011,0.13,0.08,0.0,0.04,0.01
Pop'n Music Portable,PSP,Sony,Misc,Konami,Konami,2010-02-04,2010,0.13,0.0,0.13,0.0,0.0
Science Papa,Wii,Nintendo,Misc,Activision,Activision,2009-07-14,2009,0.13,0.11,0.0,0.01,0.01
Wasteland 2,PC,Outros,Misc,inXile Entertainment,Unknown,2020-12-31,2020,0.13,0.06,0.0,0.06,0.01
Shrek Super Party,XB,Microsoft,Misc,TDK Mediactive,Mass Media,2002-11-29,2002,0.13,0.1,0.0,0.03,0.0
Family Fortunes,Wii,Nintendo,Misc,Mindscape,Mindscape,2009-10-23,2009,0.13,0.0,0.0,0.12,0.01
Momotaro Douchuuki,SAT,Sega,Misc,Hudson Soft,SIMS,1997-09-25,1997,0.13,0.0,0.13,0.0,0.0
Chessmaster,XB,Microsoft,Misc,Ubisoft,Ubisoft,2004-10-26,2004,0.13,0.1,0.0,0.03,0.0
Zoobles! Spring to Life!,DS,Nintendo,Misc,Activision,Activision,2011-11-01,2011,0.13,0.1,0.0,0.02,0.01
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,Sony,Misc,Konami,Unknown,2011-12-22,2011,0.13,0.0,0.13,0.0,0.0
Twister Mania,X360,Microsoft,Misc,Majesco,Naked Sky,2011-11-01,2011,0.12,0.1,0.0,0.01,0.01
Tales of Berseria,PS3,Sony,Role-Playing,Namco Bandai Games,Namco Bandai Games,2016-08-18,2016,0.13,0.0,0.13,0.0,0.0
Ys: The Ark of Napishtim,PS2,Sony,Role-Playing,Konami,Konami Software Shanghai,2005-02-22,2005,0.14,0.07,0.0,0.05,0.02
Azure Dreams,PS,Sony,Role-Playing,Konami,Konami Computer Entertainment Tokyo,1998-07-12,1998,0.13,0.07,0.0,0.05,0.01
Monster Rancher DS,DS,Nintendo,Role-Playing,Tecmo,Cing,2010-08-03,2010,0.14,0.08,0.05,0.0,0.01
Suite PreCure: Melody Collection,DS,Nintendo,Misc,Namco Bandai,Namco Bandai Games,2011-08-25,2011,0.13,0.0,0.13,0.0,0.0
Divinity: Original Sin II,PS4,Sony,Role-Playing,Bandai Namco Entertainment,Larian Studios,2018-08-31,2018,0.13999999999999999,0.04,0.0,0.08,0.02
The Legend of Heroes: Trails of Cold Steel IV,PS4,Sony,Role-Playing,NIS America,Falcom,2020-10-27,2020,0.13,0.0,0.13,0.0,0.0
Freddi Fish: ABC under the sea,DS,Nintendo,Misc,Atari,Humongous Entertainment,2010-10-05,2010,0.13,0.12,0.0,0.0,0.01
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,Sony,Misc,D3 Publisher,Bisty,2005-10-20,2005,0.13,0.0,0.13,0.0,0.0
High Rollers Casino,XB,Microsoft,Misc,Mud Duck Productions,Bethesda Softworks,2004-11-07,2004,0.13,0.1,0.0,0.03,0.0
Smart Boy's Gameroom,DS,Nintendo,Misc,UFO Interactive,Starfish Inc.,2007-09-18,2007,0.13,0.12,0.0,0.0,0.01
Paperboy / Rampage,GBA,Nintendo,Misc,DSI Games,DSI Games,2005-08-21,2005,0.14,0.1,0.0,0.04,0.0
SingStar Latino,PS2,Sony,Misc,Sony Computer Entertainment,SCEE London Studio,2009-11-17,2009,0.14,0.07,0.0,0.05,0.02
Monopoly Party,GC,Nintendo,Misc,Infogrames,Runecraft,2002-11-20,2002,0.13,0.1,0.0,0.03,0.0
Brain Assist,DS,Nintendo,Misc,Sega,Sega,2008-02-26,2008,0.13,0.12,0.0,0.0,0.01
Pinball Hall of Fame: The Gottlieb Collection,Wii,Nintendo,Misc,Crave Entertainment,FarSight Studios,2010-01-19,2010,0.13,0.12,0.0,0.0,0.01
Quick Yoga Training,DS,Nintendo,Misc,Ubisoft,Ubisoft,2008-08-06,2008,0.13,0.12,0.0,0.0,0.01
My Spanish Coach,PSP,Sony,Misc,Ubisoft,Sensory Sweep Studios,2008-10-07,2008,0.13,0.12,0.0,0.0,0.01
Summon Night: Twin Age,DS,Nintendo,Role-Playing,Atlus,Flight-Plan,2008-06-03,2008,0.13,0.07,0.05,0.0,0.01
Metal Max 3,DS,Nintendo,Role-Playing,Enterbrain,Crea-Tech,2010-07-29,2010,0.13,0.0,0.13,0.0,0.0
Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,Nintendo,Role-Playing,Atlus,Atlus,2015-05-05,2015,0.12000000000000001,0.0,0.1,0.02,0.0
Phantom Brave: We Meet Again,Wii,Nintendo,Role-Playing,NIS America,Nippon Ichi Software,2009-08-11,2009,0.14,0.12,0.01,0.0,0.01
Trillion: God of Destruction,PSV,Sony,Role-Playing,Idea Factory,Compile Heart,2016-03-29,2016,0.14,0.04,0.07,0.01,0.02
RPG Maker II,PS2,Sony,Role-Playing,Agetec,Kuusou Kagaku,2003-10-24,2003,0.13,0.06,0.0,0.05,0.02
Last Ranker,PSP,Sony,Role-Playing,Capcom,imageepoch Inc.,2010-07-15,2010,0.13,0.0,0.13,0.0,0.0
Illusion of Gaia,SNES,Nintendo,Role-Playing,Nintendo,Quintet,1994-09-01,1994,0.13,0.0,0.13,0.0,0.0
Gens? Suikoden: The Woven Web of a Century,PSP,Sony,Role-Playing,Konami Digital Entertainment,Konami,2012-02-09,2012,0.13,0.0,0.13,0.0,0.0
Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso,DS,Nintendo,Role-Playing,Spike,ChunSoft,2010-02-25,2010,0.13,0.0,0.13,0.0,0.0
Divinity II: The Dragon Knight Saga,X360,Microsoft,Role-Playing,Atlus,Larian Studios,2011-04-12,2011,0.14,0.11,0.0,0.02,0.01
Shin Megami Tensei: Digital Devil Saga,PS2,Sony,Role-Playing,Atlus,Atlus Co.,2005-04-05,2005,0.13,0.06,0.0,0.05,0.02
Mystic Ark,SNES,Nintendo,Role-Playing,Enix,Produce!,1995-07-14,1995,0.13,0.0,0.13,0.0,0.0
Dokapon Kingdom,Wii,Nintendo,Role-Playing,Atlus,Sting,2008-10-14,2008,0.13,0.12,0.0,0.0,0.01
Mass Effect: Andromeda,PC,Outros,Role-Playing,Electronic Arts,BioWare Corp.,2017-03-21,2017,0.13,0.04,0.0,0.08,0.01
Ken to Mahou to Gakuen Mono. 3,PSP,Sony,Role-Playing,Acquire,ZeroDiv,2010-10-07,2010,0.13,0.0,0.13,0.0,0.0
Final Fantasy XI: Rise of the Zilart,PS2,Sony,Role-Playing,Square Enix,Square Enix,2003-04-17,2003,0.13,0.0,0.13,0.0,0.0
Medalot 7,3DS,Nintendo,Role-Playing,Rocket Company,Delta Factory,2012-09-13,2012,0.13,0.0,0.13,0.0,0.0
Dragon Quest Builders: Revive Alefgard,PS3,Sony,Role-Playing,Square Enix,Square Enix,2016-01-28,2016,0.13,0.0,0.13,0.0,0.0
Dragon Age Origins: Awakening,PC,Outros,Role-Playing,Electronic Arts,BioWare Corp.,2010-03-16,2010,0.13,0.01,0.0,0.1,0.02
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,Nintendo,Role-Playing,Square Enix,Square Enix,2011-11-02,2011,0.13,0.0,0.13,0.0,0.0
Venetica,X360,Microsoft,Role-Playing,Atari,DECK13 Interactive,2011-01-11,2011,0.13,0.09,0.0,0.03,0.01
Eternal Poison (JP sales),PS2,Sony,Role-Playing,Atlus,Flight-Plan,2008-11-11,2008,0.13,0.0,0.13,0.0,0.0
Vampire Moon: The Mystery of the Hidden Sun,DS,Nintendo,Adventure,City Interactive,City Interactive,2010-10-05,2010,0.14,0.12,0.0,0.01,0.01
Suzumiya Haruhi no Tomadoi,PS2,Sony,Adventure,Banpresto,Banpresto,2008-01-31,2008,0.13,0.0,0.13,0.0,0.0
King Arthur,PS2,Sony,Adventure,Konami,Krome Studios,2004-11-17,2004,0.14,0.07,0.0,0.05,0.02
Resident Evil: Revelations 2,PSV,Sony,Action,Sony Computer Entertainment,Capcom,2015-08-15,2015,0.13,0.0,0.08,0.04,0.01
Avatar: The Last Airbender - The Burning Earth,X360,Microsoft,Action,THQ,THQ Australia,2007-11-19,2007,0.13,0.11,0.0,0.01,0.01
Kung Fu Panda 2,Wii,Nintendo,Action,THQ,THQ,2011-05-24,2011,0.13,0.07,0.0,0.05,0.01
Bio FREAKS,PS,Sony,Action,Midway Games,Saffire Corporation,1998-04-30,1998,0.13,0.07,0.0,0.05,0.01
Utawarerumono: Mask of Truth,PS4,Sony,Visual Novel,Atlus,Aqua Plus,2017-09-05,2017,0.13,0.05,0.07,0.0,0.01
Warriors of Might and Magic,PS,Sony,Adventure,3DO,3DO,2001-02-07,2001,0.13,0.07,0.0,0.05,0.01
Corpse Party: Back to School Edition,3DS,Nintendo,Adventure,Xseed Games,Xseed Games,2016-10-25,2016,0.12,0.11,0.0,0.0,0.01
428: Fuusa Sareta Shibuya de,Wii,Nintendo,Adventure,Sega,ChunSoft,2008-12-04,2008,0.13,0.0,0.13,0.0,0.0
Shaman King: Power of Spirit,PS2,Sony,Adventure,Konami,WinkySoft,2004-11-09,2004,0.13,0.06,0.0,0.05,0.02
Rocksmith 2014 Edition Remastered,XOne,Microsoft,Music,Ubisoft,Ubisoft,2016-10-04,2016,0.13,0.12,0.0,0.0,0.01
Persona Dancing: Endless Night Collection,PS4,Sony,Music,Atlus,Atlus,2018-12-04,2018,0.13,0.07,0.04,0.0,0.02
Everybody Dance,PS3,Sony,Music,Sony Computer Entertainment,SCEE London Studio,2011-10-18,2011,0.13,0.11,0.0,0.0,0.02
Hatsune Miku: Project Diva X,PS4,Sony,Music,Sega,Sega,2016-08-30,2016,0.13999999999999999,0.08,0.04,0.0,0.02
Just Dance 2017,PS3,Sony,Music,Ubisoft,Ubisoft Paris,2016-10-25,2016,0.13,0.05,0.0,0.06,0.02
PriPara Mezase! Idol Grand Prix No.1!,3DS,Nintendo,Music,Takara Tomy,Takara Tomy,2015-10-22,2015,0.13,0.0,0.13,0.0,0.0
Doukyuusei 2,SAT,Sega,Role-Playing,NEC Interchannel,Elf,1997-07-11,1997,0.13,0.0,0.13,0.0,0.0
Baroque,PS2,Sony,Role-Playing,Atlus,Sting,2008-04-08,2008,0.12000000000000001,0.05,0.02,0.04,0.01
The Legend of Heroes: Trails of Cold Steel III,PS4,Sony,Role-Playing,NIS America,Nihon Falcom Corporation,2019-09-24,2019,0.13,0.0,0.13,0.0,0.0
Watch Dogs,WiiU,Nintendo,Action-Adventure,Ubisoft,Ubisoft Montreal,2014-11-18,2014,0.13,0.07,0.0,0.05,0.01
Tom Clancy's Splinter Cell: Blacklist,WiiU,Nintendo,Action-Adventure,Ubisoft,Ubisoft Shanghai,2013-08-20,2013,0.12000000000000001,0.04,0.0,0.07,0.01
Utawarerumono: Mask of Deception,PS4,Sony,Adventure,Atlus,Aqua Plus,2017-05-23,2017,0.13,0.05,0.07,0.0,0.01
Avatar: The Last Airbender - Into the Inferno,DS,Nintendo,Adventure,THQ,Halfbrick Studios,2008-11-12,2008,0.13,0.11,0.0,0.01,0.01
Amagami,PS2,Sony,Adventure,Enterbrain,Enterbrain,2009-03-19,2009,0.13,0.0,0.13,0.0,0.0
Grand Knights History,PSP,Sony,Adventure,Xseed Games,Vanillaware,2012-12-31,2012,0.13,0.0,0.13,0.0,0.0
Barbie and The Three Musketeers,DS,Nintendo,Adventure,Activision,Activision,2009-11-03,2009,0.13,0.12,0.0,0.0,0.01
Star Wars: Lethal Alliance,PSP,Sony,Adventure,Ubisoft,Ubisoft Montreal,2006-12-07,2006,0.13,0.11,0.0,0.01,0.01
Goosebumps: The Game,NS,Nintendo,Adventure,GameMill Entertainment,WayForward,2018-10-09,2018,0.12,0.09,0.0,0.02,0.01
Haunted House,Wii,Nintendo,Adventure,Atari,ImaginEngine,2010-09-28,2010,0.13,0.12,0.0,0.0,0.01
The Oregon Trail,3DS,Nintendo,Adventure,Crave Entertainment,Gameloft,2011-12-09,2011,0.13,0.12,0.0,0.0,0.01
Syberia,DS,Nintendo,Adventure,The Adventure Company,TetraEdge Games,2008-11-25,2008,0.13,0.1,0.0,0.02,0.01
Yakuza Kiwami,PS3,Sony,Adventure,Sega,Sega,2016-01-21,2016,0.13,0.0,0.13,0.0,0.0
Megamind: The Blue Defender,PSP,Sony,Adventure,THQ,Tantalus Interactive,2010-11-02,2010,0.13,0.08,0.0,0.03,0.02
Aikatsu! 365 Idol Days,3DS,Nintendo,Adventure,Bandai Namco Games,Bandai Namco Games,2014-12-04,2014,0.13,0.0,0.13,0.0,0.0
The Stronghold Collection,PC,Outros,Strategy,2K Games,FireFly Studios,2009-10-27,2009,0.13,0.04,0.0,0.08,0.01
Super Robot Wars X,PS4,Sony,Strategy,Bandai Namco Games,Bandai Namco,2018-03-29,2018,0.13,0.0,0.13,0.0,0.0
The Unholy War,PS,Sony,Strategy,Eidos Interactive,Toys for Bob,1998-09-30,1998,0.13,0.07,0.0,0.05,0.01
Nobunaga no Yabou: Ranseiki,PS2,Sony,Strategy,KOEI,Koei / Inis,2002-04-04,2002,0.13,0.0,0.13,0.0,0.0
Victorious: Time to Shine,X360,Microsoft,Action,D3 Publisher,High Voltage Software,2011-11-15,2011,0.13,0.12,0.0,0.0,0.01
Ninjatown,DS,Nintendo,Strategy,SouthPeak Interactive,Venan Entertainment / Cashmere Productions,2008-10-28,2008,0.13,0.12,0.0,0.0,0.01
Yu-Gi-Oh! GX: Tag Force,PSP,Sony,Strategy,Konami,Konami,2006-11-14,2006,0.13999999999999999,0.09,0.0,0.03,0.02
Romance of the Three Kingdoms IV: Wall of Fire,PS,Sony,Strategy,KOEI,Koei/Inis,1996-01-01,1996,0.13,0.05,0.04,0.03,0.01
RollerCoaster Tycoon,XB,Microsoft,Strategy,Atari,Atari,2003-03-25,2003,0.13,0.1,0.0,0.03,0.0
Deception IV: Blood Ties,PS3,Sony,Action,Tecmo Koei,Tecmo Koei Games,2014-03-25,2014,0.13,0.03,0.07,0.02,0.01
Fat Princess: Fistful of Cake,PSP,Sony,Action,Sony Computer Entertainment,SuperVillain Studios,2010-05-04,2010,0.12000000000000001,0.08,0.0,0.02,0.02
Tom Clancy's Splinter Cell: Double Agent,Wii,Nintendo,Action,Ubisoft,Ubisoft Montreal,2006-11-28,2006,0.12,0.1,0.0,0.01,0.01
Crash Tag Team Racing,XB,Microsoft,Racing,VU Games,Radical Entertainment,2005-10-20,2005,0.12,0.09,0.0,0.03,0.0
MX 2002 Featuring Ricky Carmichael,XB,Microsoft,Racing,THQ,Pacific Coast Power & Light,2001-12-06,2001,0.13,0.1,0.0,0.03,0.0
Castrol Honda Superbike Racing,PS,Sony,Racing,Electronic Arts,Midas Interactive Entertainment,1999-05-25,1999,0.13,0.07,0.0,0.05,0.01
Fatal Inertia,X360,Microsoft,Racing,KOEI,Koei Canada,2007-09-11,2007,0.13,0.12,0.0,0.0,0.01
Quantum Redshift,XB,Microsoft,Racing,Microsoft Game Studios,Curly Monsters,2002-09-16,2002,0.12,0.09,0.0,0.03,0.0
Ben 10 Galactic Racing,DS,Nintendo,Racing,D3 Publisher,Monkey Bar Games,2011-10-18,2011,0.13,0.09,0.0,0.03,0.01
Need for Speed: ProStreet,DS,Nintendo,Racing,Electronic Arts,EA Black Box,2007-11-13,2007,0.13,0.11,0.0,0.01,0.01
Every Extend Extra,PSP,Sony,Shooter,Buena Vista,Q Entertainment,2006-11-07,2006,0.13,0.11,0.0,0.0,0.02
Detana TwinBee Yahho! Deluxe Pack,SAT,Sega,Shooter,Konami,Konami,1995-09-29,1995,0.13,0.0,0.13,0.0,0.0
Armed and Dangerous,XB,Microsoft,Shooter,LucasArts,Planet Moon Studios,2003-12-02,2003,0.12,0.09,0.0,0.03,0.0
Eat Lead: The Return of Matt Hazard,PS3,Sony,Shooter,D3 Publisher,Vicious Cycle,2009-02-26,2009,0.12,0.09,0.0,0.02,0.01
Iridion II,GBA,Nintendo,Shooter,Majesco,Shin'en GmbH,2003-05-29,2003,0.12,0.09,0.0,0.03,0.0
Borderlands: Double Game Add-On Pack,X360,Microsoft,Shooter,2K Games,Gearbox Software,2010-04-06,2010,0.13,0.1,0.0,0.02,0.01
Army Men: Soldiers of Misfortune,Wii,Nintendo,Shooter,Zoo Games,"Big Blue Bubble, Inc.",2008-10-10,2008,0.13,0.12,0.0,0.0,0.01
Top Shot Arcade,Wii,Nintendo,Shooter,Activision,Activision,2011-03-07,2011,0.13,0.12,0.0,0.0,0.01
Gunstar Heroes,GEN,Sega,Shooter,Sega,"Treasure Co., Ltd.",1993-09-09,1993,0.13,0.0,0.13,0.0,0.0
Destiny 2: Forsaken,XOne,Microsoft,Shooter,Activision,Bungie,2018-09-04,2018,0.13,0.08,0.0,0.04,0.01
Call of Duty: Black Ops IIII,PC,Outros,Shooter,Activision,Treyarch,2018-10-12,2018,0.13,0.05,0.0,0.07,0.01
Contra III: The Alien Wars,SNES,Nintendo,Shooter,Konami,Konami,1992-04-01,1992,0.13,0.0,0.13,0.0,0.0
Dead to Rights: Reckoning,PSP,Sony,Shooter,Namco,Rebellion Developments,2005-06-28,2005,0.13,0.12,0.0,0.0,0.01
Brothers in Arms: Double Time,Wii,Nintendo,Shooter,Ubisoft,Gearbox Software,2008-09-23,2008,0.12,0.11,0.0,0.0,0.01
Sin and Punishment,N64,Nintendo,Shooter,Nintendo,"Treasure Co., Ltd.",2000-11-21,2000,0.13,0.0,0.13,0.0,0.0
The House of the Dead,SAT,Sega,Shooter,Sega,Tantalus Interactive,1998-03-31,1998,0.13,0.0,0.13,0.0,0.0
Rogue Warrior,PS3,Sony,Shooter,Bethesda Softworks,Rebellion Developments,2009-12-01,2009,0.14,0.11,0.0,0.02,0.01
James Bond 007: Nightfire,GBA,Nintendo,Shooter,Electronic Arts,JV Games,2003-03-17,2003,0.14,0.1,0.0,0.04,0.0
Red Orchestra 2: Heroes of Stalingrad,PC,Outros,Shooter,Tripwire Interactive,Tripwire Interactive,2011-09-13,2011,0.13,0.04,0.0,0.07,0.02
ArmA II,PC,Outros,Shooter,Got Game Entertainment,Bohemia Interactive,2009-07-07,2009,0.13999999999999999,0.0,0.0,0.12,0.02
Alter Echo,PS2,Sony,Shooter,THQ,Outrage Games,2003-08-19,2003,0.13,0.06,0.0,0.05,0.02
Bulletstorm: Full Clip Edition,PS4,Sony,Shooter,Gearbox Software,People Can Fly,2017-04-07,2017,0.13,0.05,0.0,0.06,0.02
Freedom Fighters,GC,Nintendo,Shooter,Electronic Arts,IO Interactive,2003-10-01,2003,0.13,0.1,0.0,0.03,0.0
Legendary,PS3,Sony,Shooter,Gamecock,Spark Unlimited,2008-10-31,2008,0.13,0.08,0.0,0.03,0.02
007 Legends,WiiU,Nintendo,Shooter,Activision,Eurocom,2012-12-11,2012,0.13,0.06,0.0,0.06,0.01
Shrek Smash n' Crash Racing,GC,Nintendo,Racing,Activision,Torus Games,2006-11-21,2006,0.13,0.1,0.0,0.03,0.0
TOCA Race Driver 2: Ultimate Racing Simulator,XB,Microsoft,Racing,Codemasters,Codemasters,2004-04-13,2004,0.12,0.09,0.0,0.03,0.0
Monster Jam: Urban Assault,PS2,Sony,Racing,Activision,Torus Games,2008-10-28,2008,0.13,0.06,0.0,0.05,0.02
DT Racer,PS2,Sony,Racing,XS Games,Axis Entertainment,2005-09-26,2005,0.13,0.06,0.0,0.05,0.02
Drome Racers,PS2,Sony,Racing,Electronic Arts,Attention To Detail,2002-11-20,2002,0.13,0.06,0.0,0.05,0.02
Burnout,XB,Microsoft,Racing,Acclaim Entertainment,Criterion Games,2002-04-29,2002,0.12,0.09,0.0,0.03,0.0
Sega GT,DC,Sega,Racing,Sega,TOSE Software,2000-08-29,2000,0.13,0.0,0.13,0.0,0.0
Heroes of the Pacific,XB,Microsoft,Simulation,Ubisoft,IR Gurus Interactive,2005-09-28,2005,0.13,0.1,0.0,0.03,0.0
Monster Jam,DS,Nintendo,Racing,Activision,Torus Games,2007-11-13,2007,0.13,0.12,0.0,0.0,0.01
Sonic Riders,XB,Microsoft,Racing,Sega,Sonic Team,2006-02-21,2006,0.13,0.1,0.0,0.03,0.0
Rally Fusion: Race of Champions,PS2,Sony,Racing,Activision,Climax Group,2002-11-11,2002,0.13,0.06,0.0,0.05,0.02
Digimon Racing,GBA,Nintendo,Racing,Bandai,Griptonite Games,2004-09-13,2004,0.12,0.09,0.0,0.03,0.0
DreamWorks Super Star Kartz,DS,Nintendo,Racing,Activision,Activision,2011-11-15,2011,0.12,0.08,0.0,0.03,0.01
NASCAR Heat 3,PS4,Sony,Racing,704Games,Monster Games,2018-09-07,2018,0.12000000000000001,0.1,0.0,0.0,0.02
SBK 2011: FIM Superbike World Championship,PS3,Sony,Racing,Black Bean Games,Milestone S.r.l,2011-05-11,2011,0.12,0.01,0.0,0.09,0.02
Valentino Rossi: The Game,PS4,Sony,Racing,Namco Bandai Games,Milestone S.r.l.,2016-07-26,2016,0.12000000000000001,0.05,0.0,0.05,0.02
Nickelodeon Kart Racers,NS,Nintendo,Racing,GameMill Entertainment,Bamtang,2018-10-23,2018,0.13,0.08,0.0,0.04,0.01
Cars 2,PSP,Sony,Racing,Disney Interactive Studios,Disney Interactive,2011-11-08,2011,0.13,0.1,0.0,0.01,0.02
Destruction Derby Arenas,PS2,Sony,Racing,Gathering of Developers,Studio 33,2004-04-01,2004,0.13,0.06,0.0,0.05,0.02
Project CARS,PC,Outros,Racing,Bandai Namco Games,Slightly Mad Studios,2015-05-12,2015,0.13,0.0,0.0,0.12,0.01
NASCAR Heat 2,PS4,Sony,Racing,704Games,Monster Games,2017-09-12,2017,0.13,0.11,0.0,0.0,0.02
Indianapolis 500 Legends,Wii,Nintendo,Racing,Destineer,Torus Games,2007-12-14,2007,0.13,0.12,0.0,0.0,0.01
Spy Hunter 2,XB,Microsoft,Racing,Midway Games,Angel Studios,2003-11-24,2003,0.13,0.1,0.0,0.03,0.0
Need for Speed Underground 2,DS,Nintendo,Racing,Electronic Arts,Pocketeers,2005-05-10,2005,0.14,0.11,0.0,0.02,0.01
Nitrobike,Wii,Nintendo,Racing,Ubisoft,Left Field Productions,2008-01-15,2008,0.13,0.11,0.0,0.01,0.01
DreamWorks Super Star Kartz,Wii,Nintendo,Racing,Activision,Activision,2011-11-15,2011,0.13,0.08,0.0,0.04,0.01
Split/Second,PSP,Sony,Racing,Disney Interactive Studios,Black Rock Studio,2010-11-16,2010,0.13,0.09,0.0,0.02,0.02
18 Wheels of Steel: Extreme Trucker 2,PC,Outros,Racing,THQ,SCS Software,2011-01-06,2011,0.13,0.1,0.0,0.02,0.01
LEGO Racers 2,PS2,Sony,Racing,LEGO Media,Attention To Detail,2001-09-27,2001,0.13,0.06,0.0,0.05,0.02
Little Dragons Café,NS,Nintendo,Simulation,Aksys Games,Aksys Games,2018-08-24,2018,0.12,0.09,0.02,0.0,0.01
Anno 1701: Dawn of Discovery,DS,Nintendo,Simulation,Ubisoft,Sunflower Studios,2008-03-04,2008,0.13,0.07,0.0,0.05,0.01
The IdolM@ster: One for All,PS3,Sony,Simulation,Namco Bandai Games,Bandai Namco Games,2014-05-15,2014,0.13,0.0,0.13,0.0,0.0
Wild Earth: African Safari,Wii,Nintendo,Simulation,Majesco,Super X Studios,2008-04-22,2008,0.13,0.1,0.0,0.02,0.01
Farming Simulator 17,NS,Nintendo,Simulation,Focus Home Interactive,Giants Software,2017-11-07,2017,0.13,0.04,0.0,0.08,0.01
