title,console,console_fabricator,genre,publisher,developer,release_date,ano,total_sales,na_sales,jp_sales,pal_sales,other_sales
Blitz: The League,PS2,Sony,Sports,Midway Games,Midway Games,2005-10-17,2005,0.89,0.74,0.0,0.03,0.12
Pokémon Card GB2: GRdan Sanjou,GB,Nintendo,Strategy,Nintendo,Hudson Soft,2001-03-28,2001,0.89,0.0,0.89,0.0,0.0
Pure,PS3,Sony,Racing,Disney Interactive Studios,Black Rock Studio,2008-09-16,2008,0.89,0.42,0.0,0.33,0.14
NFL 2K2,PS2,Sony,Sports,Sega,Visual Concepts,2001-11-19,2001,0.89,0.44,0.0,0.34,0.11
FIFA Soccer 09 All-Play,Wii,Nintendo,Sports,Electronic Arts,EA Canada,2008-10-28,2008,0.89,0.28,0.0,0.52,0.09
MLB 2001,PS,Sony,Sports,Sony Computer Entertainment,989 Sports,2000-02-29,2000,0.8900000000000001,0.49,0.0,0.34,0.06
CSI: Hard Evidence,Wii,Nintendo,Adventure,Ubisoft,Telltale Games,2008-01-15,2008,0.89,0.36,0.0,0.43,0.1
Samba De Amigo,Wii,Nintendo,Misc,Sega,Gearbox Software,2008-09-23,2008,0.88,0.41,0.01,0.37,0.09
SingStar Anthems,PS2,Sony,Misc,Sony Computer Entertainment,SCEE London Studio,2006-08-04,2006,0.8800000000000001,0.0,0.0,0.68,0.2
Minecraft: Story Mode,PS3,Sony,Adventure,Mojang,Telltale Games,2015-10-27,2015,0.9,0.32,0.0,0.43,0.15
Classic NES Series: The Legend of Zelda,GBA,Nintendo,Adventure,Nintendo,Nintendo,2004-06-02,2004,0.89,0.46,0.24,0.17,0.02
Tiger Woods PGA Tour 12: The Masters,PS3,Sony,Sports,EA Sports,EA Tiburon,2011-03-29,2011,0.88,0.52,0.0,0.25,0.11
Rhythm Heaven Fever,Wii,Nintendo,Music,Nintendo,Nintendo / TNX,2012-02-13,2012,0.89,0.11,0.77,0.0,0.01
Tiger Woods PGA Tour 06,PS2,Sony,Sports,EA Sports,EA Sports,2005-09-20,2005,0.89,0.74,0.0,0.03,0.12
Call of Duty: World at War,DS,Nintendo,Shooter,Activision,n-Space,2008-11-10,2008,0.89,0.56,0.0,0.25,0.08
Fire Emblem: The Sacred Stones,GBA,Nintendo,Strategy,Nintendo,Intelligent Systems,2005-05-23,2005,0.9,0.42,0.3,0.16,0.02
Injustice 2,XOne,Microsoft,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,2017-05-16,2017,0.9,0.65,0.0,0.16,0.09
Dissidia 012: Duodecim Final Fantasy,PSP,Sony,Fighting,Square Enix,Square Enix,2011-03-22,2011,0.89,0.21,0.46,0.13,0.09
Madagascar,GBA,Nintendo,Platform,Activision,Vicarious Visions,2005-05-23,2005,0.89,0.62,0.0,0.24,0.03
The Simpsons Game,PS3,Sony,Platform,Electronic Arts,EA Redwood Shores,2007-10-30,2007,0.88,0.38,0.0,0.36,0.14
Ni no Kuni II: Revenant Kingdom,PS4,Sony,Role-Playing,Namco Bandai Games,Level 5,2018-03-23,2018,0.89,0.33,0.12,0.31,0.13
Fossil Fighters,DS,Nintendo,Role-Playing,Nintendo,RED Entertainment,2009-08-10,2009,0.8899999999999999,0.83,0.0,0.0,0.06
Seiken Densetsu 3,SNES,Nintendo,Role-Playing,Square,SquareSoft,1995-09-30,1995,0.89,0.0,0.89,0.0,0.0
Assassin's Creed III,PC,Outros,Action-Adventure,Ubisoft,Ubisoft Montreal,2012-11-20,2012,0.8900000000000001,0.28,0.0,0.54,0.07
ESPN NHL 2K5,PS2,Sony,Sports,Sega,Kush Games,2004-08-30,2004,0.87,0.43,0.0,0.33,0.11
Star Wars: The Force Unleashed,DS,Nintendo,Action,LucasArts,n-Space,2008-09-16,2008,0.88,0.5,0.0,0.29,0.09
Buzz! Quiz TV,PS3,Sony,Misc,Sony Computer Entertainment,Relentless Software,2008-09-23,2008,0.88,0.28,0.0,0.47,0.13
Buzz! The Mega Quiz,PS2,Sony,Misc,Sony Computer Entertainment,Relentless Software,2007-10-30,2007,0.88,0.32,0.0,0.06,0.5
WWE SmackDown vs. Raw 2011,X360,Microsoft,Fighting,THQ,JAKKS Pacific,2010-10-26,2010,0.87,0.44,0.0,0.35,0.08
The Lord of the Rings: War in the North,X360,Microsoft,Role-Playing,Warner Bros. Interactive,Snowblind Studios,2011-11-01,2011,0.87,0.55,0.0,0.24,0.08
Rock Band 3,X360,Microsoft,Misc,MTV Games,Harmonix Music Systems,2010-10-26,2010,0.8799999999999999,0.73,0.0,0.09,0.06
NBA 2K6,PS2,Sony,Action,2K Sports,Unknown,2005-09-26,2005,0.88,0.43,0.0,0.34,0.11
Mega Man 8 Anniversary Collector's Edition,PS,Sony,Platform,Capcom,Capcom,1997-02-28,1997,0.8900000000000001,0.44,0.09,0.3,0.06
LEGO Harry Potter Collection,PS4,Sony,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2016-10-18,2016,0.88,0.07,0.0,0.68,0.13
Monster 4x4: World Circuit,Wii,Nintendo,Racing,Ubisoft,Ubisoft Montreal,2006-11-19,2006,0.8800000000000001,0.8,0.01,0.0,0.07
LittleBigPlanet Karting,PS3,Sony,Racing,Sony Computer Entertainment,United Front Games,2012-11-06,2012,0.88,0.42,0.01,0.31,0.14
F1 2009,Wii,Nintendo,Racing,Codemasters,Sumo Digital,2009-11-17,2009,0.88,0.15,0.0,0.62,0.11
Call of Juarez: Bound in Blood,PS3,Sony,Shooter,Ubisoft,Techland,2009-06-30,2009,0.89,0.35,0.01,0.38,0.15
F1 2010,X360,Microsoft,Racing,Codemasters,Codemasters Birmingham,2010-09-21,2010,0.88,0.18,0.01,0.59,0.1
Star Wars: Rebel Assault II - The Hidden Empire,PS,Sony,Shooter,LucasArts,Factor 5,1996-11-30,1996,0.8800000000000001,0.49,0.0,0.33,0.06
Call of Duty: Modern Warfare 2,PC,Outros,Shooter,Activision,Infinity Ward,2009-11-10,2009,0.88,0.01,0.0,0.79,0.08
Madden NFL 08,Wii,Nintendo,Sports,EA Sports,EA Tiburon,2007-08-14,2007,0.8700000000000001,0.8,0.0,0.0,0.07
Sonic Chronicles: The Dark Brotherhood,DS,Nintendo,Role-Playing,Sega,BioWare Corp.,2008-09-30,2008,0.88,0.5,0.01,0.29,0.08
Wizards of Waverly Place,DS,Nintendo,Misc,Disney Interactive Studios,"Black Lantern Studios, Inc.",2009-08-25,2009,0.87,0.59,0.0,0.2,0.08
The Evil Within,PS3,Sony,Misc,Bethesda Softworks,Tango Gameworks,2014-10-14,2014,0.87,0.27,0.13,0.35,0.12
Vagrant Story,PS,Sony,Role-Playing,Square EA,SquareSoft,2000-05-15,2000,0.8600000000000001,0.3,0.3,0.2,0.06
Kingdom Hearts Re: Chain of Memories,PS2,Sony,Role-Playing,Square Enix,Jupiter Corporation,2008-12-02,2008,0.88,0.73,0.0,0.03,0.12
Kingdoms of Amalur: Reckoning,X360,Microsoft,Role-Playing,Electronic Arts,38 Studios,2012-02-07,2012,0.8700000000000001,0.55,0.01,0.24,0.07
SingStar '90s,PS2,Sony,Misc,Sony Computer Entertainment,SCEE London Studio,2008-03-18,2008,0.8699999999999999,0.1,0.0,0.59,0.18
Fight Night Round 2,PS2,Sony,Fighting,EA Sports,EA Sports,2005-02-28,2005,0.87,0.72,0.0,0.03,0.12
Ghostbusters: The Video Game,Wii,Nintendo,Action,Atari,Red Fly Studio,2009-06-16,2009,0.8699999999999999,0.59,0.0,0.21,0.07
For Honor,XOne,Microsoft,Action,Ubisoft,Ubisoft Montreal,2017-02-14,2017,0.8599999999999999,0.57,0.0,0.21,0.08
Final Fantasy XIV Online,PS3,Sony,MMO,Square Enix,Square Enix,2013-08-27,2013,0.87,0.39,0.28,0.09,0.11
Mario Party: Star Rush,3DS,Nintendo,Party,Nintendo,"Nd Cube Co., Ltd.",2016-11-04,2016,0.8700000000000001,0.25,0.2,0.37,0.05
LEGO Dimensions,X360,Microsoft,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2015-09-27,2015,0.88,0.49,0.0,0.31,0.08
Grand Theft Auto IV,PC,Outros,Action,Rockstar Games,Rockstar Toronto,2008-12-02,2008,0.8700000000000001,0.01,0.0,0.8,0.06
Warriors Orochi,PS2,Sony,Action,KOEI,Omega Force,2007-09-18,2007,0.87,0.11,0.64,0.09,0.03
Gex,PS,Sony,Platform,Crystal Dynamics,Crystal Dynamics,1995-12-13,1995,0.8800000000000001,0.49,0.0,0.33,0.06
Mercenaries 2: World in Flames,PS3,Sony,Shooter,Electronic Arts,Pandemic Studios,2008-08-31,2008,0.87,0.29,0.02,0.4,0.16
Red Faction: Guerrilla,X360,Microsoft,Shooter,THQ,Volition Inc.,2009-06-02,2009,0.87,0.48,0.01,0.29,0.09
DiRT,X360,Microsoft,Racing,Codemasters,Codemasters,2007-06-19,2007,0.87,0.38,0.0,0.4,0.09
Endless Ocean: Blue World,Wii,Nintendo,Simulation,Nintendo,Arika,2010-02-22,2010,0.8600000000000001,0.46,0.12,0.22,0.06
Peppa Pig: The Game,DS,Nintendo,Misc,Pinnacle,Asylum Entertainment,2008-11-28,2008,0.8700000000000001,0.0,0.0,0.81,0.06
Michael Jackson: The Experience,X360,Microsoft,Misc,Ubisoft,Ubisoft Montreal,2011-04-12,2011,0.8700000000000001,0.62,0.0,0.18,0.07
Minecraft: Story Mode,PS4,Sony,Adventure,Mojang,Telltale Games,2015-10-27,2015,0.87,0.31,0.0,0.42,0.14
Triple Play 2002,PS2,Sony,Sports,EA Sports,Pandemic Studios,2002-03-11,2002,0.87,0.43,0.0,0.33,0.11
Conflict: Desert Storm,XB,Microsoft,Shooter,Gotham Games,Pivotal Games,2002-09-30,2002,0.87,0.48,0.0,0.37,0.02
Brothers In Arms: Hell's Highway,X360,Microsoft,Shooter,Ubisoft,Gearbox Software,2008-09-23,2008,0.86,0.47,0.0,0.3,0.09
NHL 2000,PS,Sony,Sports,EA Sports,EA Canada,1999-09-30,1999,0.8700000000000001,0.48,0.0,0.33,0.06
Spec Ops: Ranger Elite,PS,Sony,Shooter,Take-Two Interactive,Runecraft,2001-04-29,2001,0.8800000000000001,0.49,0.0,0.33,0.06
Need for Speed: V-Rally,PS,Sony,Racing,Electronic Arts,Infogrames,1997-09-30,1997,0.8700000000000001,0.43,0.09,0.29,0.06
GRID,X360,Microsoft,Racing,Codemasters,Codemasters,2008-06-03,2008,0.87,0.33,0.01,0.44,0.09
Tom Clancy's Ghost Recon: Island Thunder,XB,Microsoft,Shooter,Ubisoft,Red Storm Entertainment,2003-08-06,2003,0.88,0.61,0.0,0.24,0.03
Metal Gear Ac!d,PSP,Sony,Strategy,Konami,Konami,2005-03-22,2005,0.87,0.32,0.12,0.26,0.17
Derby Stallion II,SNES,Nintendo,Sports,ASCII Entertainment,ASCII Entertainment,1994-02-18,1994,0.87,0.0,0.87,0.0,0.0
Tony Hawk's Project 8,PS2,Sony,Sports,Activision,Shaba Games,2006-11-07,2006,0.87,0.72,0.0,0.03,0.12
Sleeping Dogs,X360,Microsoft,Action-Adventure,Square Enix,United Front Games,2012-08-14,2012,0.87,0.38,0.01,0.4,0.08
Paper Mario: Color Splash,WiiU,Nintendo,Action-Adventure,Nintendo,Intelligent Systems,2016-10-07,2016,0.8600000000000001,0.35,0.08,0.37,0.06
Crimson Skies: High Road to Revenge,XB,Microsoft,Simulation,Microsoft Game Studios,FASA Studio,2003-10-21,2003,0.8700000000000001,0.65,0.0,0.19,0.03
Cooking Mama: World Kitchen,Wii,Nintendo,Simulation,Majesco,Cooking Mama Limited,2008-11-18,2008,0.87,0.51,0.01,0.27,0.08
Super Bomberman R,NS,Nintendo,Puzzle,Konami Digital Entertainment,HexaDrive,2017-03-03,2017,0.8800000000000001,0.31,0.19,0.32,0.06
Wii Fit U,WiiU,Nintendo,Misc,Nintendo,Nintendo,2014-01-10,2014,0.8599999999999999,0.35,0.21,0.24,0.06
Guitar Hero: Warriors of Rock,X360,Microsoft,Misc,Activision,Neversoft Entertainment,2010-09-28,2010,0.8500000000000001,0.47,0.0,0.31,0.07
Lemmings,PSP,Sony,Puzzle,Sony Computer Entertainment,Team17 Software,2006-05-23,2006,0.87,0.12,0.0,0.52,0.23
Madden Football 64,N64,Nintendo,Sports,EA Sports,EA Tiburon,1997-10-31,1997,0.8600000000000001,0.81,0.0,0.04,0.01
Gold's Gym: Dance Workout,Wii,Nintendo,Sports,Ubisoft,Land Ho!,2010-08-17,2010,0.8599999999999999,0.69,0.0,0.1,0.07
Ford Racing,PS,Sony,Racing,Empire Interactive,2K Games,2001-03-06,2001,0.8700000000000001,0.48,0.0,0.33,0.06
Dishonored 2,XOne,Microsoft,Action,Bethesda Softworks,Arkane Studios,2016-11-10,2016,0.86,0.47,0.0,0.31,0.08
Winning Eleven: Pro Evolution Soccer 2007,PSP,Sony,Sports,Konami,Konami Computer Entertainment Tokyo,2007-02-06,2007,0.86,0.01,0.12,0.72,0.01
Beijing 2008,PS3,Sony,Sports,Sega,Eurocom Entertainment Software,2008-07-08,2008,0.8600000000000001,0.14,0.01,0.54,0.17
MLB 99,PS,Sony,Sports,Sony Computer Entertainment,Sony Interactive Studios America,1998-03-31,1998,0.8600000000000001,0.48,0.0,0.32,0.06
Pictionary,Wii,Nintendo,Misc,THQ,"Page 44 Studios, LLC",2010-11-14,2010,0.8600000000000001,0.6,0.0,0.19,0.07
Dynasty Warriors 4: Xtreme Legends,PS2,Sony,Action,KOEI,Omega Force,2003-11-04,2003,0.8500000000000001,0.17,0.51,0.13,0.04
LEGO Batman 2: DC Super Heroes,3DS,Nintendo,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,2012-06-26,2012,0.8600000000000001,0.42,0.0,0.37,0.07
Plants vs. Zombies: Garden Warfare 2,XOne,Microsoft,Shooter,Electronic Arts,PopCap Games,2016-02-23,2016,0.87,0.47,0.0,0.32,0.08
BioShock: The Collection,PS4,Sony,Shooter,2K Games,"Blind Squirrel Digital, Inc",2016-09-13,2016,0.86,0.41,0.03,0.28,0.14
Final Fantasy X / X-2 HD Remaster,PSV,Sony,Role-Playing,Square Enix,Square Enix,2014-03-18,2014,0.86,0.16,0.28,0.29,0.13
Rocky,PS2,Sony,Fighting,Ubisoft,Rage Software,2002-11-18,2002,0.86,0.42,0.0,0.33,0.11
Farming Simulator 17,PS4,Sony,Simulation,Focus Home Interactive,Giants Software,2016-10-25,2016,0.85,0.19,0.01,0.52,0.13
LEGO Jurassic World,3DS,Nintendo,Action,Warner Bros. Interactive Entertainment,TT Fusion,2015-06-12,2015,0.8500000000000001,0.35,0.04,0.39,0.07
Kingdoms of Amalur: Reckoning,PS3,Sony,Role-Playing,Electronic Arts,38 Studios,2012-02-07,2012,0.85,0.37,0.09,0.29,0.1
FIFA Soccer 08,DS,Nintendo,Sports,EA Sports,EA Canada,2007-10-09,2007,0.86,0.1,0.0,0.65,0.11
Darksiders II,PS3,Sony,Action-Adventure,THQ,Vigil Games,2012-08-14,2012,0.86,0.35,0.01,0.37,0.13
Ratatouille,PS2,Sony,Platform,THQ,Asobo Studio,2007-06-26,2007,0.8400000000000001,0.31,0.0,0.0,0.53
Dragon Ball Z: Burst Limit,PS3,Sony,Fighting,Atari,Dimps Corporation,2008-06-10,2008,0.86,0.22,0.18,0.34,0.12
NCAA Football 11,PS3,Sony,Sports,EA Sports,EA Tiburon,2010-07-13,2010,0.8500000000000001,0.79,0.0,0.0,0.06
Castlevania III: Dracula's Curse,NES,Nintendo,Platform,Konami,Konami,1990-10-01,1990,0.8500000000000001,0.4,0.37,0.07,0.01
Street Fighter Alpha 2,PS,Sony,Fighting,Capcom,Capcom,1996-09-30,1996,0.8599999999999999,0.14,0.57,0.09,0.06
Burnout 2: Point of Impact,PS2,Sony,Racing,Acclaim Entertainment,Criterion Games,2002-09-30,2002,0.85,0.42,0.0,0.32,0.11
Burnout Legends,PSP,Sony,Racing,Electronic Arts,Criterion Games,2005-09-13,2005,0.85,0.7,0.0,0.06,0.09
Street Fighter EX3,PS2,Sony,Fighting,Capcom,Arika,2000-10-24,2000,0.85,0.32,0.2,0.25,0.08
Tomb Raider: Anniversary,Wii,Nintendo,Action,Eidos Interactive,Crystal Dynamics,2007-11-13,2007,0.86,0.12,0.0,0.63,0.11
2010 FIFA World Cup South Africa,X360,Microsoft,Sports,EA Sports,EA Canada,2010-04-27,2010,0.85,0.32,0.02,0.42,0.09
NBA 2K8,X360,Microsoft,Sports,2K Sports,Visual Concepts,2007-10-02,2007,0.8600000000000001,0.79,0.0,0.0,0.07
Tiger Woods PGA Tour 2005,XB,Microsoft,Sports,EA Sports,EA Redwood Shores,2004-09-20,2004,0.8500000000000001,0.64,0.0,0.18,0.03
Rampage World Tour,PS,Sony,Action,Midway Games,Game Refuge,1997-09-30,1997,0.8500000000000001,0.47,0.0,0.32,0.06
Army Men: Air Attack,PS,Sony,Action,3DO,3DO,1999-11-02,1999,0.8500000000000001,0.47,0.0,0.32,0.06
Thief,PS4,Sony,Action,Square Enix,Eidos Montreal,2014-02-25,2014,0.85,0.28,0.03,0.41,0.13
Ninja Gaiden Sigma 2,PS3,Sony,Action,Tecmo Koei,Team Ninja,2009-09-29,2009,0.86,0.52,0.08,0.16,0.1
Disney Infinity 3.0,PS4,Sony,Action,Disney Interactive Studios,Avalanche Software,2015-08-30,2015,0.85,0.31,0.0,0.4,0.14
The Legendary Starfy,DS,Nintendo,Platform,Nintendo,TOSE Software,2009-06-08,2009,0.8500000000000001,0.6,0.2,0.0,0.05
The House of the Dead: Overkill,Wii,Nintendo,Shooter,Sega,Headstrong Games,2009-02-10,2009,0.85,0.44,0.02,0.3,0.09
Army of Two: The 40th Day,PS3,Sony,Shooter,Electronic Arts,EA Montreal,2010-01-12,2010,0.85,0.44,0.01,0.27,0.13
Until Dawn: Rush of Blood,PS4,Sony,Shooter,Sony Interactive Entertainment,Supermassive Games Ltd.,2016-10-13,2016,0.86,0.5,0.0,0.21,0.15
Metroid: Zero Mission,GBA,Nintendo,Adventure,Nintendo,Nintendo R&D1,2004-02-09,2004,0.83,0.6,0.0,0.22,0.01
Ghostbusters: The Video Game,PS3,Sony,Action,Atari,Terminal Reality,2009-06-16,2009,0.84,0.34,0.0,0.36,0.14
Blazing Angels: Squadrons of WWII,Wii,Nintendo,Simulation,Ubisoft,Ubisoft Romania,2007-03-20,2007,0.8400000000000001,0.74,0.0,0.04,0.06
Street Fighter X Tekken,PS3,Sony,Fighting,Capcom,Capcom,2012-03-06,2012,0.84,0.42,0.1,0.22,0.1
NBA 2K10,PS3,Sony,Sports,2K Sports,Visual Concepts,2009-10-06,2009,0.8400000000000001,0.75,0.01,0.01,0.07
Big Mutha Truckers,PS2,Sony,Racing,THQ,Eutechnyx,2003-06-16,2003,0.84,0.41,0.0,0.32,0.11
Lego Batman 3: Beyond Gotham,PS3,Sony,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2014-11-11,2014,0.84,0.34,0.0,0.36,0.14
ZombiU,WiiU,Nintendo,Action,Ubisoft,Ubisoft Montpellier,2012-11-18,2012,0.8400000000000001,0.35,0.05,0.37,0.07
Ben 10: Protector of Earth,PS2,Sony,Action,D3 Publisher,High Voltage Software,2007-10-30,2007,0.83,0.09,0.0,0.0,0.74
Xenoblade Chronicles X,WiiU,Nintendo,Role-Playing,Nintendo,Monolith Soft,2015-12-04,2015,0.8400000000000001,0.34,0.15,0.29,0.06
Rogue Galaxy,PS2,Sony,Role-Playing,Sony Computer Entertainment,Level 5,2007-01-30,2007,0.8400000000000001,0.24,0.39,0.16,0.05
Harry Potter and the Order of the Phoenix,DS,Nintendo,Adventure,Electronic Arts,Visual Impact,2007-06-25,2007,0.84,0.28,0.0,0.46,0.1
Skate 2,PS3,Sony,Sports,Electronic Arts,EA Black Box,2009-01-21,2009,0.84,0.46,0.01,0.25,0.12
Rocket Power: Team Rocket Rescue,PS,Sony,Sports,THQ,Darkblack,2001-09-04,2001,0.8400000000000001,0.47,0.0,0.32,0.05
Spider-Man 2,GC,Nintendo,Action,Activision,Treyarch,2004-06-28,2004,0.8400000000000001,0.65,0.0,0.17,0.02
The Incredibles,GC,Nintendo,Action,THQ,Heavy Iron Studios,2004-10-31,2004,0.8400000000000001,0.65,0.0,0.17,0.02
ATV Quad Power Racing 2,PS2,Sony,Racing,Acclaim Entertainment,Climax Entertainment,2003-01-27,2003,0.84,0.41,0.0,0.32,0.11
Madden NFL 09 All-Play,Wii,Nintendo,Sports,EA Sports,EA Tiburon,2008-08-12,2008,0.8400000000000001,0.77,0.0,0.01,0.06
MLB 13: The Show,PS3,Sony,Sports,Sony Computer Entertainment America,SCE San Diego Studio,2013-03-05,2013,0.8400000000000001,0.68,0.0,0.0,0.16
ESPN College Hoops 2K5,PS2,Sony,Sports,Sega,Visual Concepts,2004-11-17,2004,0.84,0.41,0.0,0.32,0.11
Sniper Elite V2,X360,Microsoft,Shooter,505 Games,Rebellion Developments,2012-05-01,2012,0.84,0.46,0.02,0.28,0.08
Q*bert,PS,Sony,Puzzle,Hasbro Interactive,Artech Digital Entertainment,1999-11-30,1999,0.8300000000000001,0.46,0.0,0.32,0.05
Petz Dogz Fashion,DS,Nintendo,Simulation,Ubisoft,Ubisoft,2008-06-17,2008,0.85,0.46,0.0,0.3,0.09
MediEvil,PS,Sony,Adventure,Sony Computer Entertainment,SCEE Cambridge,1998-10-01,1998,0.8200000000000001,0.46,0.0,0.31,0.05
Madden NFL 25,XOne,Microsoft,Sports,EA Sports,EA Tiburon,2013-11-22,2013,0.84,0.69,0.0,0.06,0.09
Guitar Hero Live,XOne,Microsoft,Music,Activision,FreeStyleGames,2015-10-20,2015,0.83,0.52,0.0,0.23,0.08
Dance Central 3,X360,Microsoft,Music,Microsoft,Harmonix Music Systems,2012-10-16,2012,0.8300000000000001,0.57,0.0,0.19,0.07
Need for Speed: Nitro,Wii,Nintendo,Racing,Electronic Arts,EA Montreal,2009-11-02,2009,0.83,0.45,0.0,0.3,0.08
Call of Duty: Modern Warfare 3,Wii,Nintendo,Shooter,Activision,Infinity Ward,2011-11-08,2011,0.83,0.55,0.0,0.2,0.08
Sid Meier's Civilization Revolution,X360,Microsoft,Strategy,2K Games,Firaxis Games,2008-07-08,2008,0.8200000000000001,0.58,0.0,0.17,0.07
Dragon Age II,PS3,Sony,Role-Playing,Electronic Arts,BioWare Corp.,2011-03-08,2011,0.83,0.4,0.05,0.26,0.12
Casper,PS,Sony,Adventure,Interplay,Funcom,1996-09-17,1996,0.8200000000000001,0.46,0.0,0.31,0.05
Scooby-Doo! First Frights,DS,Nintendo,Adventure,Warner Bros. Interactive,Torus Games,2009-09-22,2009,0.8300000000000001,0.6,0.0,0.16,0.07
Mega Man Legends,PS,Sony,Adventure,Capcom,Capcom,1998-08-31,1998,0.8200000000000001,0.39,0.12,0.26,0.05
FIFA Soccer World Championship,PS2,Sony,Sports,EA Sports,EA Sports,2000-05-25,2000,0.8300000000000001,0.27,0.28,0.21,0.07
Forza Horizon 2,X360,Microsoft,Racing,Microsoft Studios,Sumo Digital,2014-09-30,2014,0.8300000000000001,0.35,0.0,0.41,0.07
Madden NFL 07,PSP,Sony,Sports,EA Sports,EA Tiburon,2006-08-22,2006,0.8400000000000001,0.77,0.0,0.03,0.04
Metal Gear Solid V: The Phantom Pain,XOne,Microsoft,Action,Konami Digital Entertainment,Kojima Productions,2015-09-01,2015,0.8300000000000001,0.49,0.02,0.25,0.07
Twisted Metal (2012),PS3,Sony,Action,Sony Computer Entertainment,Eat Sleep Play,2012-02-14,2012,0.83,0.67,0.0,0.07,0.09
Tiger Woods PGA Tour 11,PS3,Sony,Sports,EA Sports,EA Tiburon,2010-06-08,2010,0.84,0.37,0.0,0.34,0.13
Dragon Ball: Raging Blast 2,PS3,Sony,Fighting,Namco Bandai,Spike,2010-11-02,2010,0.83,0.43,0.11,0.19,0.1
Lizzie McGuire 2: Lizzie Diaries,GBA,Nintendo,Action,Disney Interactive Studios,Artificial Mind and Movement,2004-10-18,2004,0.83,0.6,0.0,0.22,0.01
Sly 3: Honor Among Thieves,PS2,Sony,Platform,Sony Computer Entertainment,Sucker Punch,2005-09-26,2005,0.83,0.69,0.0,0.03,0.11
MLB SlugFest 20-03,PS2,Sony,Sports,Midway Games,Gratuitous Games,2002-06-23,2002,0.84,0.41,0.0,0.32,0.11
NCAA Football 12,PS3,Sony,Sports,EA Sports,EA Tiburon,2011-07-12,2011,0.8400000000000001,0.78,0.0,0.0,0.06
Dynasty Warriors 2,PS2,Sony,Action,KOEI,Omega Force,2000-10-25,2000,0.8300000000000001,0.24,0.34,0.19,0.06
Duke Nukem Forever,X360,Microsoft,Shooter,2K Games,Gearbox Software,2011-06-14,2011,0.8400000000000001,0.52,0.0,0.25,0.07
Sniper: Ghost Warrior,PS3,Sony,Shooter,City Interactive,City Interactive,2011-06-28,2011,0.83,0.3,0.04,0.35,0.14
Brute Force,XB,Microsoft,Shooter,Microsoft Game Studios,Digital Anvil,2003-05-27,2003,0.8400000000000001,0.62,0.01,0.18,0.03
Time Crisis 4,PS3,Sony,Shooter,Namco Bandai,Bandai Namco Games,2007-11-20,2007,0.83,0.32,0.05,0.32,0.14
WWE SmackDown vs. Raw 2009,Wii,Nintendo,Fighting,THQ,Yuke's Media Creations,2008-11-09,2008,0.83,0.44,0.0,0.31,0.08
Yu-Gi-Oh! Dark Duel Stories,GB,Nintendo,Misc,Konami,KCEJ,2002-03-18,2002,0.83,0.0,0.83,0.0,0.0
DJ Hero 2,X360,Microsoft,Misc,Activision,FreeStyle Games,2010-10-19,2010,0.8300000000000001,0.65,0.0,0.12,0.06
Stranglehold,X360,Microsoft,Shooter,Midway Games,Midway Games,2007-09-05,2007,0.84,0.41,0.01,0.33,0.09
I Spy: Fun House,DS,Nintendo,Puzzle,Scholastic Inc.,Big Blue Bubble Inc.,2007-08-29,2007,0.8200000000000001,0.76,0.0,0.0,0.06
James Bond 007: Nightfire,XB,Microsoft,Shooter,Electronic Arts,Eurocom Entertainment Software,2002-11-18,2002,0.83,0.58,0.0,0.22,0.03
EA Sports Active NFL Training Camp,Wii,Nintendo,Sports,EA Sports,EA Vancouver,2010-11-16,2010,0.81,0.76,0.0,0.0,0.05
Amped: Freestyle Snowboarding,XB,Microsoft,Sports,Microsoft,Indie Built,2001-11-19,2001,0.82,0.69,0.0,0.11,0.02
Tony Hawk's Underground 2 Remix,PSP,Sony,Sports,Activision,Shaba Games,2005-03-15,2005,0.8200000000000001,0.46,0.0,0.21,0.15
Tony Hawk's Pro Skater 3,GC,Nintendo,Sports,Activision,Neversoft Entertainment,2001-11-13,2001,0.8300000000000001,0.64,0.0,0.17,0.02
FIFA 17,X360,Microsoft,Sports,Electronic Arts,EA Canada,2016-09-27,2016,0.8200000000000001,0.2,0.0,0.56,0.06
Need for Speed: Hot Pursuit 2,XB,Microsoft,Racing,Electronic Arts,EA Black Box,2002-10-01,2002,0.8200000000000001,0.68,0.0,0.11,0.03
MediEvil: Resurrection,PSP,Sony,Adventure,Sony Computer Entertainment,SCEE,2005-09-13,2005,0.83,0.19,0.0,0.42,0.22
Pro Evolution Soccer 2016,PS4,Sony,Sports,Konami Digital Entertainment,PES Productions,2015-09-15,2015,0.8099999999999999,0.14,0.14,0.43,0.1
Killer Instinct Gold,N64,Nintendo,Fighting,Nintendo,Rare Ltd.,1996-11-25,1996,0.81,0.61,0.0,0.19,0.01
Clu Clu Land,NES,Nintendo,Puzzle,Nintendo,Nintendo R&D1,1985-10-18,1985,0.82,0.42,0.28,0.1,0.02
The Crew 2,PS4,Sony,Racing,Ubisoft,Ivory Tower,2018-06-29,2018,0.8099999999999999,0.22,0.05,0.42,0.12
